source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,samp_collect_device,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,rep_check,replicate,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON_HCMR-2_3_Ha_221117_231121_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_45
EMOBON_HCMR-2_3_Ha_221117_231121_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank,,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_46
EMOBON_HCMR-2_3_Ha_221117_231121_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_47
EMOBON_HCMR-2_3_Ha_221117_231121_SF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,4,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_48
EMOBON_HCMR-2_3_Ha_221117_231121_SF45_5,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,5,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_49
EMOBON_HCMR-2_3_Ha_221117_231121_SF45_6,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,6,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_50
EMOBON_HCMR-2_3_Ha_221117_231121_MF90_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_51
EMOBON_HCMR-2_3_Ha_221117_231121_MF500_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_52
EMOBON_HCMR-2_3_Ha_221117_231121_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_53
EMOBON_HCMR-2_1_Ha_221117_231121_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank,,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_54
EMOBON_HCMR-2_1_Ha_221117_231121_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_55
EMOBON_HCMR-2_1_Ha_221117_231121_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_56
EMOBON_HCMR-2_1_Ha_221117_231121_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_57
EMOBON_HCMR-2_1_Ha_221117_231121_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_58
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_59
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_60
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_61
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,4,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_62
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_5,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,5,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_63
EMOBON_HCMR-2_1_Ha_221117_231121_SF45_6,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,6,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_64
EMOBON_HCMR-2_1_Ha_221117_231121_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_65
EMOBON_HCMR-2_1_Ha_221117_231121_MF90_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_66
EMOBON_HCMR-2_1_Ha_221117_231121_MF500_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_67
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_68
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_69
EMOBON_HCMR-2_2_Ha_221117_231121_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_70
EMOBON_HCMR-2_2_Ha_221117_231121_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_71
EMOBON_HCMR-2_2_Ha_221117_231121_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_72
EMOBON_HCMR-2_2_Ha_221117_231121_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,2,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_73
EMOBON_HCMR-2_2_Ha_221117_231121_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction blank_1um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank_1,,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_74
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_75
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,4,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_76
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_5,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,5,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_77
EMOBON_HCMR-2_2_Ha_221117_231121_SF45_6,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,6,SF,45,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_78
EMOBON_HCMR-2_2_Ha_221117_231121_MF500_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,500,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_79
